=== sondes.csv ===
type,ms,lat,lon,depth,heading
I,0,38.53232193,-121.69281006,-0.9144,270.00
S,151464,38.53231812,-121.69283295,-0.9144,
S,476920,38.53231430,-121.69287109,-1.2192,
S,672336,38.53231812,-121.69288635,-1.5240,
S,713616,38.53231049,-121.69289398,-1.5240,
S,774741,38.53231812,-121.69290161,-1.5240,


=== ticks.csv ===
ms,steer,hammer,dt
260002,0.000
261002,0.000
262002,0.000
263002,0.000
264002,0.000
265002,0.000
266002,0.000
267002,0.000
268002,0.000
269002,0.000
270002,0.000
271002,0.000
272002,0.000
273002,0.000
274002,0.000
275002,0.000
276002,0.000
277002,0.000
278002,0.000
279002,0.000
280002,0.000
281002,0.000
282002,0.000
283002,0.000
284002,0.000
285002,0.000
286002,0.000
287002,0.000
288002,0.000
289002,0.000
290002,0.000
291002,0.000
292002,0.000
293002,0.000
294002,0.000
295002,0.000
296002,0.000
297002,0.000
298002,0.000
299002,0.000
300002,0.000
301002,0.000
302002,0.000
303002,0.000
304002,0.000
305002,0.000
306002,0.000
307002,0.000
308002,0.000
309002,0.000
310002,0.000
311002,0.000
312002,0.000
313002,0.000
314002,0.000
315002,0.000
316002,0.000
317002,0.000
318002,0.000
319002,0.000
320002,0.000
321002,0.000
322002,0.000
323002,0.000
324002,0.000
325002,0.000
326002,0.000
327002,0.000
328002,0.000
329002,0.000
330002,0.000
331002,0.000
332002,0.000
333002,0.000
334002,0.000
335002,0.000
336002,0.000
337002,0.000
338002,0.000
339002,0.000
340002,0.000
341002,0.000
342002,0.000
343002,0.000
344002,0.000
345002,0.000
346002,0.000
347002,0.000
348002,0.000
349002,0.000
350002,0.000
351002,0.000
352002,0.000
353002,0.000
354002,0.000
355002,0.000
356002,0.000
357002,0.000
358002,0.000
359002,0.000
360002,0.000
361002,0.000
362002,0.000
363002,0.000
364002,0.000
365002,0.000
366002,0.000
367002,0.000
368002,0.000
369002,0.000
370002,0.000
371002,0.000
372002,0.000
373002,0.000
374002,0.000
375002,0.000
376002,0.000
377002,0.000
378002,0.000
379002,0.000
380002,0.000
381002,0.000
382002,0.000
383002,0.000
384002,0.000
385002,0.000
386002,0.000
387002,0.000
388002,0.000
389002,0.000
390002,0.000
391002,0.000
392002,0.000
393002,0.000
394002,0.000
395002,0.000
396002,0.000
397002,0.000
398002,0.000
399002,0.000
400002,0.000
401002,0.000
402002,0.000
403002,0.000
404002,0.000
405002,0.000
406002,0.000
407002,0.000
408002,0.000
409002,0.000
410002,0.000
411002,0.000
412002,0.000
413002,0.000
414002,0.000
415002,0.000
416002,0.000
417002,0.000
418002,0.000
419002,0.000
420002,0.000
421002,0.000
422002,0.000
423002,0.000
424002,0.000
425002,0.000
426002,0.000
427002,0.000
428002,0.000
429002,0.000
430002,0.000
431002,0.000
432002,0.000
433002,0.000
434002,0.000
435002,0.000
436002,0.000
437002,0.000
438002,0.000
439002,0.000
440002,0.000
441002,0.000
442002,0.000
443002,0.000
444002,0.000
445002,0.000
446002,0.000
447002,0.000
448002,0.000
449002,0.000
450002,0.000
451002,0.000
452002,0.000
453002,0.000
454002,0.000
455002,0.000
456002,0.000
457002,0.000
458002,0.000
459002,0.000
460002,0.000
461002,0.000
462002,0.000
463002,0.000
464002,0.000
465002,0.000
466002,0.000
467002,0.000
468002,0.000
469002,0.000
470002,0.000
471002,0.000
472002,0.000
473002,0.000
474002,0.000
475002,0.000
476002,0.000
477002,0.000
478002,0.000
479002,0.000
480002,0.000
481002,0.000
482002,0.000
483002,0.000
484002,0.000
485002,0.000
486002,0.000
487002,0.000
488002,0.000
489003,0.000
490003,0.000
491003,0.000
492003,0.000
493003,0.000
494003,0.000
495003,0.000
496003,0.000
497003,0.000
498003,0.000
499003,0.000
500003,0.000
501003,0.000
502003,0.000
503003,0.000
504003,0.000
505003,0.000
506003,0.000
507003,0.000
508003,0.000
509003,0.000
510003,0.000
511003,0.000
512003,0.000
513003,0.000
514003,0.000
515003,0.000
516003,0.000
517003,0.000
518003,0.000
519003,0.000
520003,0.000
521003,0.000
522003,0.000
523003,0.000
524003,0.000
525003,0.000
526003,0.000
527003,0.000
528003,0.000
529003,0.000
530003,0.000
531003,0.000
532003,0.000
533003,0.000
534003,0.000
535003,0.000
536003,0.000
537003,0.000
538003,0.000
539003,0.000
540003,0.000
541003,0.000
542003,0.000
543003,0.000
544003,0.000
545003,0.000
546003,0.000
547003,0.000
548003,0.000
549003,0.000
550003,0.000
551003,0.000
552003,0.000
553003,0.000
554003,0.000
555003,0.000
556003,0.000
557003,0.000
558003,0.000
559003,0.000
560003,0.000
561003,0.000
562003,0.000
563003,0.000
564003,0.000
565003,0.000
566003,0.000
567003,0.000
568003,0.000
569003,0.000
570003,0.000
571003,0.000
572003,0.000
573003,0.000
574003,0.000
575003,0.000
576003,0.000
577003,0.000
578003,0.000
579003,0.000
580003,0.000
581003,0.000
582003,0.000
583003,0.000
584003,0.000
585003,0.000
586003,0.000
587003,0.000
588003,0.000
589003,0.000
590003,0.000
591003,0.000
592003,0.000
593003,0.000
594003,0.000
595003,0.000
596003,0.000
597003,0.000
598003,0.000
599003,0.000
600003,0.000
601003,0.000
602003,0.000
603003,0.000
604003,0.000
605003,0.000
606003,0.000
607003,0.000
608003,0.000
609003,0.000
610003,0.000
611003,0.000
612003,0.000
613003,0.000
614003,0.000
615003,0.000
616003,0.000
617003,0.000
618003,0.000
619003,0.000
620003,0.000
621003,0.000
622003,0.000
623003,0.000
624003,0.000
625003,0.000
626003,0.000
627003,0.000
628003,0.000
629003,0.000
630003,0.000
631003,0.000
632003,0.000
633003,0.000
634003,0.000
635003,0.000
636003,0.000
637003,0.000
638003,0.000
639003,0.000
640003,0.000
641003,0.000
642003,0.000
643003,0.000
644003,0.000
645003,0.000
646003,0.000
647003,0.000
648003,0.000
649003,0.000
650003,0.000
651003,0.000
652003,0.000
653003,0.000
654003,0.000
655003,0.000
656003,0.000
657003,0.000
658003,0.000
659003,0.000
660003,0.000
661003,0.000
662003,0.000
663003,0.000
664003,0.000
665003,0.000
666003,0.000
667003,0.000
668003,0.000
669003,0.000
670003,0.000
671003,0.000
672003,0.000
673003,0.000
674003,0.000
675003,0.000
676003,0.000
677003,0.000
678003,0.000
679003,0.000
680003,0.000
681003,0.000
682003,0.000
683003,0.000
684003,0.000
685003,0.000
686003,0.000
687003,0.000
688003,0.000
689003,0.000
690003,0.000
691003,0.000
692003,0.000
693003,0.000
694003,0.000
695003,0.000
696003,0.000
697003,0.000
698003,0.000
699003,0.000
700003,0.000
701003,0.000
702003,0.000
703003,0.000
704003,0.000
705003,0.000
706003,0.000
707003,0.000
708003,0.000
709003,0.000
710003,0.000
711003,0.000
712003,0.000
713003,0.000
714003,0.000
715003,0.000
716003,0.000
717003,0.000
718003,0.000
719003,0.000
720003,0.000
721003,0.000
722003,0.000
723003,0.000
724003,0.000
725003,0.000
726003,0.000
727003,0.000
728003,0.000
729003,0.000
730003,0.000
731003,0.000
732003,0.000
733003,0.000
734003,0.000
735003,0.000
736003,0.000
737003,0.000
738003,0.000
739003,0.000
740003,0.000
741003,0.000
742003,0.000
743003,0.000
744003,0.000
745003,0.000
746003,0.000
747003,0.000
748003,0.000
749003,0.000
750003,0.000
751003,0.000
752003,0.000
753003,0.000
754003,0.000
755003,0.000
756003,0.000
757003,0.000
758003,0.000
759003,0.000
760003,0.000
761003,0.000
762003,0.000
763003,0.000
764003,0.000
765003,0.000
766003,0.000
767003,0.000
768003,0.000
769003,0.000
770003,0.000
771003,0.000
772003,0.000
773003,0.000
774003,0.000
775003,0.000
776003,0.000
777003,0.000
778003,0.000
779003,0.000
780003,0.000
781003,0.000
782003,0.000
783003,0.000
784003,0.000
785003,0.000
786003,0.000
787003,0.000
788003,0.000
789003,0.000
790003,0.000
791003,0.000
792003,0.000
793003,0.000
794003,0.000
795003,0.000
796003,0.000
797003,0.000
798003,0.000
799003,0.000
800003,0.000
801003,0.000
802003,0.000
803003,0.000
804003,0.000
805003,0.000
806003,0.000
807003,0.000
808003,0.000
809003,0.000
810003,0.000
811003,0.000
812003,0.000
813003,0.000
814003,0.000
815003,0.000
816003,0.000
817003,0.000
818003,0.000
819003,0.000
820003,0.000
821003,0.000
822003,0.000
823003,0.000
824003,0.000
825003,0.000
826003,0.000
827003,0.000
828003,0.000
829003,0.000
830003,0.000
831003,0.000
832003,0.000
833003,0.000
834003,0.000
835003,0.000
836003,0.000
837003,0.000
838003,0.000
839003,0.000
840003,0.000
841003,0.000
842003,0.000
843003,0.000
844003,0.000
845003,0.000
846003,0.000
847003,0.000
848003,0.000
849003,0.000
850003,0.000
851003,0.000
852003,0.000
853003,0.000
854003,0.000
855003,0.000
856003,0.000
857003,0.000
858003,0.000
859003,0.000
860003,0.000
861003,0.000
862003,0.000
863003,0.000
864003,0.000
865003,0.000
866003,0.000
867003,0.000
868003,0.000
869003,0.000
870003,0.000
871003,0.000
872003,0.000
873003,0.000
874003,0.000
875003,0.000
876003,0.000
877003,0.000
878003,0.000
879003,0.000
880003,0.000
881003,0.000
882003,0.000
883003,0.000
884003,0.000
885003,0.000
886003,0.000
887003,0.000
888003,0.000
889003,0.000
890003,0.000
891003,0.000
892003,0.000
893003,0.000
894003,0.000
895003,0.000
896003,0.000
897003,0.000
898003,0.000
899003,0.000
900003,0.000
901003,0.000
902003,0.000
903003,0.000
904003,0.000
905003,0.000
906003,0.000
907003,0.000
908003,0.000
909003,0.000
910003,0.000
911003,0.000
912003,0.000
913003,0.000
914003,0.000
915003,0.000
916003,0.000
917003,0.000
918003,0.000
919003,0.000
920003,0.000
921003,0.000
922003,0.000
923003,0.000
924003,0.000
925003,0.000
926003,0.000
927003,0.000
928003,0.000
929003,0.000
930003,0.000
931003,0.000
932003,0.000
932381,0.000
933381,0.000
934381,0.000
935381,0.000
936381,0.000
937381,0.000
938381,0.000
939381,0.000
940381,0.000
941381,0.000
942381,0.000
943381,0.000
944381,0.000
945381,0.000
946381,0.000
947381,0.000
948381,0.000
949381,0.000
950381,0.000
951381,0.000
952381,0.000
953381,0.000
954381,0.000
955381,0.000
956381,0.000
957381,0.000
958381,0.000
959381,0.000
960381,0.000
961381,0.000


=== config.csv ===
File not found

=== log.txt ===
[50015] [HB] up=50s wifi=254 ap=0 net=1 ws=1 heap=210632
[54717] Updating Relays: 0xF1
[57716] Updating Relays: 0xF5
[58716] Updating Relays: 0xFD
[60025] [HB] up=60s wifi=254 ap=0 net=1 ws=1 heap=206012
[68018] Updating Relays: 0x8D
[70025] [HB] up=70s wifi=254 ap=0 net=1 ws=1 heap=206012
[73716] Updating Relays: 0x85
[74716] Updating Relays: 0x80
[76716] Updating Relays: 0x82
[76717] Updating Relays: 0x81
[76717] Predict: dt=15.00s dist=0.38m pitch=-1.22° hdg=-90.5°
[79716] Updating Relays: 0x85
[80025] [HB] up=80s wifi=254 ap=0 net=1 ws=1 heap=206308
[80716] Updating Relays: 0x8D
[90025] [HB] up=90s wifi=254 ap=0 net=1 ws=1 heap=210152
[95716] Updating Relays: 0x85
[96716] Updating Relays: 0x80
[98716] Updating Relays: 0x82
[98717] Updating Relays: 0x81
[98717] Predict: dt=15.00s dist=0.76m pitch=-1.22° hdg=-91.0°
[100035] [HB] up=100s wifi=254 ap=0 net=1 ws=1 heap=210412
[101716] Updating Relays: 0x85
[102716] Updating Relays: 0x8D
[110035] [HB] up=110s wifi=254 ap=0 net=1 ws=1 heap=211208
[117716] Updating Relays: 0x85
[118716] Updating Relays: 0x80
[120035] [HB] up=120s wifi=254 ap=0 net=1 ws=1 heap=211208
[120716] Updating Relays: 0x82
[120717] Updating Relays: 0x81
[120717] Predict: dt=15.00s dist=1.14m pitch=-1.06° hdg=-91.6°
[123716] Updating Relays: 0x85
[124716] Updating Relays: 0x8D
[130038] [HB] up=130s wifi=254 ap=0 net=1 ws=1 heap=206288
[139716] Updating Relays: 0x85
[140038] [HB] up=140s wifi=254 ap=0 net=1 ws=1 heap=211188
[140716] Updating Relays: 0x80
[142716] Updating Relays: 0x82
[142717] Updating Relays: 0x81
[142717] Predict: dt=15.00s dist=1.52m pitch=-1.12° hdg=-92.1°
[145716] Updating Relays: 0x85
[146716] Updating Relays: 0x8D
[150038] [HB] up=150s wifi=254 ap=0 net=1 ws=1 heap=210396
[160041] [HB] up=160s wifi=254 ap=0 net=1 ws=1 heap=211188
[161716] Updating Relays: 0x85
[162716] Updating Relays: 0x80
[164716] Updating Relays: 0x82
[164717] Updating Relays: 0x81
[164717] Predict: dt=15.00s dist=1.91m pitch=-1.19° hdg=-92.6°
[167716] Updating Relays: 0x85
[168716] Updating Relays: 0x8D
[170051] [HB] up=170s wifi=254 ap=0 net=1 ws=1 heap=211188
[171710] [Config] Updated via API (reboot=yes)
[180054] [HB] up=180s wifi=254 ap=0 net=1 ws=1 heap=211188
[183716] Updating Relays: 0x95
[184716] Updating Relays: 0x90
[186716] Updating Relays: 0x92
[186717] Updating Relays: 0x91
[186717] Predict: dt=15.00s dist=2.29m pitch=-1.03° hdg=-93.1°
[189716] Updating Relays: 0x95
[190054] [HB] up=190s wifi=254 ap=0 net=1 ws=1 heap=211188
[190716] Updating Relays: 0x9D
[200054] [HB] up=200s wifi=254 ap=0 net=1 ws=1 heap=211188
[200568] Broadcast bore path: 6 pts, 2.08m, 490 bytes
[205716] Updating Relays: 0x95
[206716] Updating Relays: 0x90
[208716] Updating Relays: 0x92
[208717] Updating Relays: 0x91
[208717] Predict: dt=15.00s dist=2.31m pitch=-0.18° hdg=-103.5°
[210054] [HB] up=210s wifi=254 ap=0 net=1 ws=1 heap=211052
[211716] Updating Relays: 0x95
[212716] Updating Relays: 0x9D
[219495] Updating Relays: 0xFD
[219692] Updating Relays: 0x6D
[220054] [HB] up=220s wifi=254 ap=0 net=1 ws=1 heap=211052
[227716] Updating Relays: 0x65
[228716] Updating Relays: 0x60
[230054] [HB] up=230s wifi=254 ap=0 net=1 ws=1 heap=211052
[230716] Updating Relays: 0x62
[230717] Updating Relays: 0x61
[230717] Predict: dt=15.00s dist=2.54m pitch=-0.32° hdg=-103.2°
[233716] Updating Relays: 0x65
[234716] Updating Relays: 0x6D
[240054] [HB] up=240s wifi=254 ap=0 net=1 ws=1 heap=211052
[249716] Updating Relays: 0x65
[250056] [HB] up=250s wifi=254 ap=0 net=1 ws=1 heap=211048
[250716] Updating Relays: 0x60
[252716] Updating Relays: 0x62
[252717] Updating Relays: 0x61
[252717] Predict: dt=15.00s dist=2.78m pitch=-0.23° hdg=-102.9°
[255716] Updating Relays: 0x65
[256716] Updating Relays: 0x6D
[260056] [HB] up=260s wifi=254 ap=0 net=1 ws=1 heap=211048
[270056] [HB] up=270s wifi=254 ap=0 net=1 ws=1 heap=211048
[271716] Updating Relays: 0x65
[272716] Updating Relays: 0x60
[274716] Updating Relays: 0x62
[274717] Updating Relays: 0x61
[274717] Predict: dt=15.00s dist=3.01m pitch=-2.14° hdg=-102.5°
[277716] Updating Relays: 0x65
[278716] Updating Relays: 0x6D
[280056] [HB] up=280s wifi=254 ap=0 net=1 ws=1 heap=211048
[290056] [HB] up=290s wifi=254 ap=0 net=1 ws=1 heap=211048
[293716] Updating Relays: 0x65
[294716] Updating Relays: 0x60
[296716] Updating Relays: 0x62
[296717] Updating Relays: 0x61
[296717] Predict: dt=15.00s dist=3.24m pitch=-2.72° hdg=-102.0°
[299716] Updating Relays: 0x65
[300056] [HB] up=300s wifi=254 ap=0 net=1 ws=1 heap=211048
[300716] Updating Relays: 0x6D
[310056] [HB] up=310s wifi=254 ap=0 net=1 ws=1 heap=211048
[315716] Updating Relays: 0x65
[315740] Updating Relays: 0xC5
[316716] Updating Relays: 0xC0
[318716] Updating Relays: 0xC2
[318717] Updating Relays: 0xC1
[318717] Predict: dt=15.00s dist=3.47m pitch=-9.44° hdg=-101.7°
[320056] [HB] up=320s wifi=254 ap=0 net=1 ws=1 heap=211048
[321716] Updating Relays: 0xC5
[322716] Updating Relays: 0xCD
[330056] [HB] up=330s wifi=254 ap=0 net=1 ws=1 heap=211048
[337716] Updating Relays: 0xC5
[338716] Updating Relays: 0x65
[338717] Updating Relays: 0x60
[340056] [HB] up=340s wifi=254 ap=0 net=1 ws=1 heap=210220
[340716] Updating Relays: 0x62
[340717] Updating Relays: 0x61
[340717] Predict: dt=15.00s dist=3.71m pitch=-10.65° hdg=-101.3°
[343716] Updating Relays: 0x65
[344716] Updating Relays: 0x6D
[350056] [HB] up=350s wifi=254 ap=0 net=1 ws=1 heap=211048
[359716] Updating Relays: 0x65
[360056] [HB] up=360s wifi=254 ap=0 net=1 ws=1 heap=211048
[360716] Updating Relays: 0x60
[362716] Updating Relays: 0x62
[362717] Updating Relays: 0x61
[362717] Predict: dt=15.00s dist=3.94m pitch=-2.21° hdg=-101.0°
[365716] Updating Relays: 0x65
[366716] Updating Relays: 0x6D
[370058] [HB] up=370s wifi=254 ap=0 net=1 ws=1 heap=210220
[380058] [HB] up=380s wifi=254 ap=0 net=1 ws=1 heap=211048
[381716] Updating Relays: 0x65
[382716] Updating Relays: 0x60
[384716] Updating Relays: 0x62
[384717] Updating Relays: 0x61
[384717] Predict: dt=15.00s dist=4.17m pitch=5.48° hdg=-100.7°
[384718] Updating Relays: 0x31
[387716] Updating Relays: 0x35
[388716] Updating Relays: 0x3D
[390058] [HB] up=390s wifi=254 ap=0 net=1 ws=1 heap=211048
[400058] [HB] up=400s wifi=254 ap=0 net=1 ws=1 heap=211048
[403716] Updating Relays: 0x35
[404716] Updating Relays: 0x30
[406716] Updating Relays: 0x32
[406717] Updating Relays: 0x31
[406717] Predict: dt=15.00s dist=4.40m pitch=6.08° hdg=-100.1°
[409716] Updating Relays: 0x35
[410058] [HB] up=410s wifi=254 ap=0 net=1 ws=1 heap=211048
[410716] Updating Relays: 0x3D
[420058] [HB] up=420s wifi=254 ap=0 net=1 ws=1 heap=211048
[425716] Updating Relays: 0x35
[426716] Updating Relays: 0x30
[428716] Updating Relays: 0x32
[428717] Updating Relays: 0x31
[428717] Predict: dt=15.00s dist=4.63m pitch=5.89° hdg=-99.5°
[430058] [HB] up=430s wifi=254 ap=0 net=1 ws=1 heap=211048
[431716] Updating Relays: 0x35
[432716] Updating Relays: 0x3D
[440058] [HB] up=440s wifi=254 ap=0 net=1 ws=1 heap=211048
[447716] Updating Relays: 0x35
[448716] Updating Relays: 0x30
[450058] [HB] up=450s wifi=254 ap=0 net=1 ws=1 heap=211048
[450716] Updating Relays: 0x32
[450717] Updating Relays: 0x31
[450717] Predict: dt=15.00s dist=4.87m pitch=-1.45° hdg=-98.9°
[453716] Updating Relays: 0x35
[454716] Updating Relays: 0x3D
[460058] [HB] up=460s wifi=254 ap=0 net=1 ws=1 heap=211048
[469716] Updating Relays: 0x35
[470058] [HB] up=470s wifi=254 ap=0 net=1 ws=1 heap=211048
[470716] Updating Relays: 0x30
[472716] Updating Relays: 0x32
[472717] Updating Relays: 0x31
[472717] Predict: dt=15.00s dist=5.10m pitch=-5.76° hdg=-98.2°
[475716] Updating Relays: 0x35
[476716] Updating Relays: 0x3D
[480058] [HB] up=480s wifi=254 ap=0 net=1 ws=1 heap=211048
[490060] [HB] up=490s wifi=254 ap=0 net=1 ws=1 heap=211048
[491716] Updating Relays: 0x35
[492716] Updating Relays: 0x30
[494716] Updating Relays: 0x32
[494717] Updating Relays: 0x31
[494717] Predict: dt=15.00s dist=5.33m pitch=-20.17° hdg=-98.2°
[494718] Updating Relays: 0x61
[497716] Updating Relays: 0x65
[498716] Updating Relays: 0x6D
[500060] [HB] up=500s wifi=254 ap=0 net=1 ws=1 heap=211048
[510060] [HB] up=510s wifi=254 ap=0 net=1 ws=1 heap=211048
[513716] Updating Relays: 0x65
[514716] Updating Relays: 0x60
[516716] Updating Relays: 0x62
[516717] Updating Relays: 0x61
[516717] Predict: dt=15.00s dist=5.56m pitch=-15.49° hdg=-98.2°
[519716] Updating Relays: 0x65
[520060] [HB] up=520s wifi=254 ap=0 net=1 ws=1 heap=211048
[520716] Updating Relays: 0x6D
[525914] Broadcast bore path: 21 pts, 5.47m, 877 bytes
[530060] [HB] up=530s wifi=254 ap=0 net=1 ws=1 heap=211048
[535716] Updating Relays: 0x65
[536716] Updating Relays: 0x60
[538716] Updating Relays: 0x62
[538717] Updating Relays: 0x61
[538717] Predict: dt=15.00s dist=5.64m pitch=-16.68° hdg=-95.2°
[540060] [HB] up=540s wifi=254 ap=0 net=1 ws=1 heap=211048
[541716] Updating Relays: 0x65
[542716] Updating Relays: 0x6D
[550060] [HB] up=550s wifi=254 ap=0 net=1 ws=1 heap=210220
[557716] Updating Relays: 0x65
[558716] Updating Relays: 0x60
[560060] [HB] up=560s wifi=254 ap=0 net=1 ws=1 heap=211048
[560716] Updating Relays: 0x62
[560717] Updating Relays: 0x61
[560717] Predict: dt=15.00s dist=5.82m pitch=-15.42° hdg=-95.2°
[563716] Updating Relays: 0x65
[564716] Updating Relays: 0x6D
[570060] [HB] up=570s wifi=254 ap=0 net=1 ws=1 heap=211048
[579716] Updating Relays: 0x65
[580060] [HB] up=580s wifi=254 ap=0 net=1 ws=1 heap=211048
[580716] Updating Relays: 0x60
[582716] Updating Relays: 0x62
[582717] Updating Relays: 0x61
[582717] Predict: dt=15.00s dist=5.99m pitch=-15.52° hdg=-95.2°
[585716] Updating Relays: 0x65
[586716] Updating Relays: 0x6D
[590060] [HB] up=590s wifi=254 ap=0 net=1 ws=1 heap=211048
[600060] [HB] up=600s wifi=254 ap=0 net=1 ws=1 heap=211048
[601716] Updating Relays: 0x65
[602716] Updating Relays: 0x60
[604716] Updating Relays: 0x62
[604717] Updating Relays: 0x61
[604717] Predict: dt=15.00s dist=6.17m pitch=-3.31° hdg=-95.2°
[607716] Updating Relays: 0x65
[608716] Updating Relays: 0x6D
[610062] [HB] up=610s wifi=254 ap=0 net=1 ws=1 heap=211048
[620062] [HB] up=620s wifi=254 ap=0 net=1 ws=1 heap=211048
[623716] Updating Relays: 0x65
[624716] Updating Relays: 0x60
[626716] Updating Relays: 0x62
[626717] Updating Relays: 0x61
[626717] Predict: dt=15.00s dist=6.34m pitch=-2.22° hdg=-95.2°
[629716] Updating Relays: 0x65
[630062] [HB] up=630s wifi=254 ap=0 net=1 ws=1 heap=211048
[630716] Updating Relays: 0x6D
[640062] [HB] up=640s wifi=254 ap=0 net=1 ws=1 heap=211048
[645716] Updating Relays: 0x65
[646716] Updating Relays: 0x60
[648716] Updating Relays: 0x62
[648717] Updating Relays: 0x61
[648717] Predict: dt=15.00s dist=6.52m pitch=-2.14° hdg=-95.2°
[650062] [HB] up=650s wifi=254 ap=0 net=1 ws=1 heap=211048
[651716] Updating Relays: 0x65
[652716] Updating Relays: 0x6D
[660062] [HB] up=660s wifi=254 ap=0 net=1 ws=1 heap=211048
[667716] Updating Relays: 0x65
[668716] Updating Relays: 0x60
[670062] [HB] up=670s wifi=254 ap=0 net=1 ws=1 heap=211048
[670716] Updating Relays: 0x62
[670717] Updating Relays: 0x61
[670717] Predict: dt=15.00s dist=6.69m pitch=-2.29° hdg=-95.2°
[673716] Updating Relays: 0x65
[674716] Updating Relays: 0x6D
[680062] [HB] up=680s wifi=254 ap=0 net=1 ws=1 heap=211048
[689716] Updating Relays: 0x65
[690062] [HB] up=690s wifi=254 ap=0 net=1 ws=1 heap=211048
[690716] Updating Relays: 0x60
[692716] Updating Relays: 0x62
[692717] Updating Relays: 0x61
[692717] Predict: dt=15.00s dist=6.87m pitch=-2.01° hdg=-95.1°
[695716] Updating Relays: 0x65
[696716] Updating Relays: 0x6D
[700062] [HB] up=700s wifi=254 ap=0 net=1 ws=1 heap=211048
[710062] [HB] up=710s wifi=254 ap=0 net=1 ws=1 heap=211048
[711716] Updating Relays: 0x65
[712716] Updating Relays: 0x60
[714716] Updating Relays: 0x62
[714717] Updating Relays: 0x61
[714717] Predict: dt=15.00s dist=7.04m pitch=-2.18° hdg=-95.1°
[717716] Updating Relays: 0x65
[718716] Updating Relays: 0x6D
[720062] [HB] up=720s wifi=254 ap=0 net=1 ws=1 heap=211048
[721694] Broadcast bore path: 30 pts, 6.83m, 1176 bytes
[730064] [HB] up=730s wifi=254 ap=0 net=1 ws=1 heap=211048
[733716] Updating Relays: 0x65
[734716] Updating Relays: 0x60
[736716] Updating Relays: 0x62
[736717] Updating Relays: 0x61
[736717] Predict: dt=15.00s dist=7.00m pitch=-5.48° hdg=-80.1°
[739716] Updating Relays: 0x65
[740064] [HB] up=740s wifi=254 ap=0 net=1 ws=1 heap=211048
[740716] Updating Relays: 0x6D
[750064] [HB] up=750s wifi=254 ap=0 net=1 ws=1 heap=211048
[755716] Updating Relays: 0x65
[756716] Updating Relays: 0x60
[758716] Updating Relays: 0x62
[758717] Updating Relays: 0x61
[758717] Predict: dt=15.00s dist=7.16m pitch=-2.60° hdg=-79.6°
[760064] [HB] up=760s wifi=254 ap=0 net=1 ws=1 heap=211048
[761716] Updating Relays: 0x65
[762716] Updating Relays: 0x6D
[762859] Broadcast bore path: 32 pts, 7.61m, 1299 bytes
[770065] [HB] up=770s wifi=254 ap=0 net=1 ws=1 heap=210220
[777716] Updating Relays: 0x65
[778716] Updating Relays: 0x60
[780065] [HB] up=780s wifi=254 ap=0 net=1 ws=1 heap=211048
[780716] Updating Relays: 0x62
[780717] Updating Relays: 0x61
[780717] Predict: dt=15.00s dist=7.81m pitch=-2.50° hdg=-129.4°
[783716] Updating Relays: 0x65
[784716] Updating Relays: 0x6D
[790065] [HB] up=790s wifi=254 ap=0 net=1 ws=1 heap=211048
[799716] Updating Relays: 0x65
[800065] [HB] up=800s wifi=254 ap=0 net=1 ws=1 heap=211048
[800716] Updating Relays: 0x60
[802716] Updating Relays: 0x62
[802717] Updating Relays: 0x61
[802717] Predict: dt=15.00s dist=8.00m pitch=-1.70° hdg=-131.6°
[805716] Updating Relays: 0x65
[806716] Updating Relays: 0x6D
[810065] [HB] up=810s wifi=254 ap=0 net=1 ws=1 heap=211048
[820065] [HB] up=820s wifi=254 ap=0 net=1 ws=1 heap=211048
[821716] Updating Relays: 0x65
[822716] Updating Relays: 0x60
[823989] Broadcast bore path: 34 pts, 8.18m, 1466 bytes
[824716] Updating Relays: 0x62
[824717] Updating Relays: 0x61
[824717] Predict: dt=15.00s dist=8.39m pitch=-0.20° hdg=-67.4°
[827716] Updating Relays: 0x65
[828716] Updating Relays: 0x6D
[830065] [HB] up=830s wifi=254 ap=0 net=1 ws=1 heap=211048
[840065] [HB] up=840s wifi=254 ap=0 net=1 ws=1 heap=211048
[843716] Updating Relays: 0x65
[844716] Updating Relays: 0x60
[846716] Updating Relays: 0x62
[846717] Updating Relays: 0x61
[846717] Predict: dt=15.00s dist=8.60m pitch=-1.54° hdg=-64.1°
[849716] Updating Relays: 0x65
[850067] [HB] up=850s wifi=254 ap=0 net=1 ws=1 heap=211048
[850716] Updating Relays: 0x6D
[860067] [HB] up=860s wifi=254 ap=0 net=1 ws=1 heap=211048
[865716] Updating Relays: 0x65
[866716] Updating Relays: 0x60
[868716] Updating Relays: 0x62
[868717] Updating Relays: 0x61
[868717] Predict: dt=15.00s dist=8.80m pitch=-1.14° hdg=-61.1°
[870067] [HB] up=870s wifi=254 ap=0 net=1 ws=1 heap=211048
[871716] Updating Relays: 0x65
[872716] Updating Relays: 0x6D
[880067] [HB] up=880s wifi=254 ap=0 net=1 ws=1 heap=211048
[882909] Updating Relays: 0x3D
[884630] Updating Relays: 0x6D
[887716] Updating Relays: 0x65
[888716] Updating Relays: 0x60
[890067] [HB] up=890s wifi=254 ap=0 net=1 ws=1 heap=211048
[890716] Updating Relays: 0x62
[890717] Updating Relays: 0x61
[890717] Predict: dt=15.00s dist=9.01m pitch=-1.44° hdg=-57.9°
[893716] Updating Relays: 0x65
